AGEP,COW,MAR,SCHL,SEX,WKHP,WKWN,ESR,OCCP,PERNP,OCCP_GROUP,COW_GROUP,HIGH_EARNER
63,6.0,3,15.0,1,45.0,52.0,1.0,6410.0,19000.0,Construction_Extraction_Farming,Self_Employed_NotInc,0
42,1.0,1,22.0,1,62.0,52.0,1.0,440.0,180000.0,Management_Business_Finance,Private_ForProfit,1
25,1.0,1,18.0,1,40.0,52.0,1.0,6200.0,55000.0,Construction_Extraction_Farming,Private_ForProfit,0
49,1.0,1,16.0,2,45.0,52.0,1.0,8250.0,41600.0,Production_Manufacturing,Private_ForProfit,0
62,1.0,5,19.0,2,40.0,52.0,1.0,2634.0,42400.0,Arts_Media_Design,Private_ForProfit,0
36,1.0,1,14.0,1,40.0,52.0,1.0,4710.0,49900.0,Sales_Office_Admin,Private_ForProfit,0
37,2.0,1,21.0,2,40.0,3.0,1.0,2310.0,50000.0,Education_Legal_Social,Private_NonProfit,0
40,1.0,1,21.0,2,50.0,52.0,1.0,440.0,36000.0,Management_Business_Finance,Private_ForProfit,0
63,6.0,1,20.0,1,44.0,52.0,1.0,1021.0,411000.0,STEM_Science_Architecture,Self_Employed_NotInc,1
49,1.0,1,16.0,1,40.0,52.0,1.0,8225.0,25000.0,Production_Manufacturing,Private_ForProfit,0
62,2.0,1,18.0,2,40.0,52.0,1.0,230.0,116000.0,Management_Business_Finance,Private_NonProfit,1
64,1.0,3,20.0,1,40.0,52.0,1.0,3930.0,25000.0,Protective_Service,Private_ForProfit,0
30,1.0,5,21.0,2,48.0,52.0,1.0,4840.0,574000.0,Sales_Office_Admin,Private_ForProfit,1
41,1.0,1,21.0,1,40.0,52.0,1.0,1105.0,183000.0,STEM_Science_Architecture,Private_ForProfit,1
61,1.0,1,14.0,1,40.0,52.0,1.0,8225.0,38200.0,Production_Manufacturing,Private_ForProfit,0
32,1.0,1,19.0,1,40.0,52.0,1.0,8140.0,60000.0,Production_Manufacturing,Private_ForProfit,0
61,3.0,3,19.0,2,40.0,52.0,1.0,5740.0,60000.0,Sales_Office_Admin,Local_Gov,0
49,3.0,1,23.0,1,60.0,52.0,1.0,2320.0,70000.0,Education_Legal_Social,Local_Gov,0
75,1.0,3,22.0,2,40.0,52.0,1.0,960.0,60000.0,Management_Business_Finance,Private_ForProfit,0
29,1.0,5,21.0,2,45.0,52.0,1.0,845.0,89000.0,Management_Business_Finance,Private_ForProfit,0
64,1.0,3,18.0,2,40.0,52.0,1.0,4720.0,23800.0,Sales_Office_Admin,Private_ForProfit,0
25,1.0,1,1.0,2,45.0,52.0,1.0,7700.0,50000.0,Production_Manufacturing,Private_ForProfit,0
56,1.0,1,21.0,1,40.0,52.0,1.0,705.0,125000.0,Management_Business_Finance,Private_ForProfit,1
39,1.0,1,15.0,1,40.0,52.0,1.0,4521.0,9100.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
46,1.0,3,22.0,2,40.0,52.0,1.0,5840.0,35000.0,Sales_Office_Admin,Private_ForProfit,0
51,1.0,5,16.0,1,40.0,52.0,1.0,9645.0,16000.0,Transportation_Material_Moving,Private_ForProfit,0
46,1.0,1,22.0,1,60.0,52.0,1.0,2722.0,60000.0,Arts_Media_Design,Private_ForProfit,0
32,1.0,5,18.0,2,40.0,52.0,1.0,4760.0,30000.0,Sales_Office_Admin,Private_ForProfit,0
33,2.0,1,21.0,1,60.0,52.0,1.0,2310.0,36000.0,Education_Legal_Social,Private_NonProfit,0
39,1.0,1,13.0,1,40.0,52.0,1.0,9130.0,80000.0,Transportation_Material_Moving,Private_ForProfit,0
55,3.0,1,21.0,2,45.0,52.0,1.0,2310.0,52000.0,Education_Legal_Social,Local_Gov,0
44,4.0,1,24.0,2,45.0,52.0,1.0,2205.0,100000.0,Education_Legal_Social,State_Gov,1
42,1.0,1,19.0,1,60.0,52.0,1.0,6050.0,32000.0,Construction_Extraction_Farming,Private_ForProfit,0
44,1.0,1,16.0,1,40.0,52.0,1.0,220.0,120000.0,Management_Business_Finance,Private_ForProfit,1
30,1.0,5,20.0,1,80.0,52.0,1.0,310.0,65000.0,Management_Business_Finance,Private_ForProfit,0
45,1.0,1,21.0,2,40.0,52.0,1.0,5510.0,35000.0,Sales_Office_Admin,Private_ForProfit,0
49,1.0,1,21.0,1,50.0,52.0,1.0,4840.0,150000.0,Sales_Office_Admin,Private_ForProfit,1
57,1.0,3,20.0,2,40.0,52.0,1.0,3930.0,75000.0,Protective_Service,Private_ForProfit,0
57,1.0,1,21.0,1,40.0,52.0,1.0,1006.0,105000.0,STEM_Science_Architecture,Private_ForProfit,1
56,1.0,1,22.0,1,50.0,52.0,1.0,1360.0,120000.0,STEM_Science_Architecture,Private_ForProfit,1
65,1.0,1,20.0,2,40.0,52.0,1.0,5000.0,42000.0,Sales_Office_Admin,Private_ForProfit,0
34,1.0,1,13.0,1,60.0,50.0,1.0,9130.0,85000.0,Transportation_Material_Moving,Private_ForProfit,0
51,1.0,1,24.0,1,40.0,52.0,1.0,120.0,120000.0,Management_Business_Finance,Private_ForProfit,1
34,1.0,1,16.0,1,50.0,52.0,1.0,9130.0,66000.0,Transportation_Material_Moving,Private_ForProfit,0
41,1.0,1,21.0,1,40.0,52.0,1.0,1021.0,200000.0,STEM_Science_Architecture,Private_ForProfit,1
31,2.0,5,21.0,2,40.0,40.0,1.0,2205.0,77000.0,Education_Legal_Social,Private_NonProfit,0
64,1.0,1,20.0,1,42.0,52.0,1.0,7340.0,82000.0,Installation_Maintenance_Repair,Private_ForProfit,0
30,2.0,4,21.0,2,40.0,52.0,1.0,350.0,38000.0,Management_Business_Finance,Private_NonProfit,0
41,4.0,1,22.0,2,40.0,52.0,1.0,2710.0,68000.0,Arts_Media_Design,State_Gov,0
38,3.0,5,20.0,1,40.0,34.0,1.0,7010.0,41400.0,Installation_Maintenance_Repair,Local_Gov,0
24,7.0,5,19.0,2,40.0,52.0,1.0,705.0,34300.0,Management_Business_Finance,Self_Employed_Inc,0
17,1.0,5,15.0,1,35.0,52.0,1.0,4055.0,23000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
62,1.0,1,19.0,1,42.0,26.0,1.0,1555.0,42000.0,STEM_Science_Architecture,Private_ForProfit,0
31,2.0,5,21.0,1,42.0,52.0,1.0,5730.0,52000.0,Sales_Office_Admin,Private_NonProfit,0
46,1.0,1,21.0,1,40.0,52.0,1.0,1410.0,106000.0,STEM_Science_Architecture,Private_ForProfit,1
52,1.0,1,15.0,1,45.0,52.0,1.0,5550.0,79000.0,Sales_Office_Admin,Private_ForProfit,0
59,5.0,1,16.0,2,40.0,52.0,1.0,5550.0,49000.0,Sales_Office_Admin,Federal_Gov,0
26,4.0,1,20.0,2,40.0,52.0,1.0,3255.0,40000.0,Healthcare,State_Gov,0
55,4.0,1,21.0,2,40.0,52.0,1.0,2002.0,58000.0,Education_Legal_Social,State_Gov,0
56,3.0,1,20.0,2,50.0,52.0,1.0,2320.0,55000.0,Education_Legal_Social,Local_Gov,0
28,1.0,4,18.0,2,40.0,52.0,1.0,5860.0,25000.0,Sales_Office_Admin,Private_ForProfit,0
25,1.0,5,24.0,2,40.0,52.0,1.0,3050.0,5000.0,Healthcare,Private_ForProfit,0
24,3.0,5,21.0,2,40.0,10.0,1.0,2310.0,6000.0,Education_Legal_Social,Local_Gov,0
26,1.0,3,15.0,1,40.0,52.0,1.0,4700.0,114000.0,Sales_Office_Admin,Private_ForProfit,1
22,1.0,5,21.0,1,60.0,52.0,1.0,1400.0,80000.0,STEM_Science_Architecture,Private_ForProfit,0
60,3.0,1,16.0,1,50.0,52.0,1.0,8620.0,36000.0,Production_Manufacturing,Local_Gov,0
66,1.0,1,22.0,2,42.0,52.0,1.0,110.0,218000.0,Management_Business_Finance,Private_ForProfit,1
59,1.0,1,21.0,2,44.0,52.0,1.0,300.0,134000.0,Management_Business_Finance,Private_ForProfit,1
23,1.0,5,20.0,1,40.0,52.0,1.0,7810.0,36000.0,Production_Manufacturing,Private_ForProfit,0
59,1.0,3,21.0,2,50.0,52.0,1.0,4840.0,220000.0,Sales_Office_Admin,Private_ForProfit,1
56,1.0,1,18.0,1,40.0,52.0,1.0,4120.0,60000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
37,1.0,1,23.0,1,40.0,52.0,1.0,3000.0,120000.0,Healthcare,Private_ForProfit,1
34,3.0,1,22.0,1,60.0,52.0,1.0,2320.0,64000.0,Education_Legal_Social,Local_Gov,0
42,1.0,1,22.0,1,40.0,52.0,1.0,150.0,150000.0,Management_Business_Finance,Private_ForProfit,1
67,1.0,3,16.0,1,40.0,52.0,1.0,5510.0,42000.0,Sales_Office_Admin,Private_ForProfit,0
44,7.0,1,16.0,2,55.0,52.0,1.0,4920.0,30000.0,Sales_Office_Admin,Self_Employed_Inc,0
42,2.0,1,20.0,2,40.0,52.0,1.0,5400.0,30000.0,Sales_Office_Admin,Private_NonProfit,0
33,4.0,4,22.0,1,60.0,52.0,1.0,110.0,105000.0,Management_Business_Finance,State_Gov,1
38,1.0,5,21.0,2,40.0,52.0,1.0,51.0,193000.0,Management_Business_Finance,Private_ForProfit,1
51,7.0,1,19.0,1,40.0,52.0,1.0,6515.0,40000.0,Construction_Extraction_Farming,Self_Employed_Inc,0
50,1.0,1,21.0,1,40.0,52.0,1.0,2145.0,33000.0,Education_Legal_Social,Private_ForProfit,0
53,1.0,5,22.0,2,45.0,52.0,1.0,5710.0,100000.0,Sales_Office_Admin,Private_ForProfit,1
64,1.0,1,18.0,1,48.0,52.0,1.0,6355.0,75000.0,Construction_Extraction_Farming,Private_ForProfit,0
57,1.0,1,21.0,2,40.0,52.0,1.0,4760.0,18000.0,Sales_Office_Admin,Private_ForProfit,0
34,1.0,5,17.0,1,50.0,52.0,1.0,4850.0,50000.0,Sales_Office_Admin,Private_ForProfit,0
66,1.0,1,1.0,2,40.0,52.0,1.0,4760.0,10600.0,Sales_Office_Admin,Private_ForProfit,0
52,1.0,1,16.0,2,36.0,52.0,1.0,3603.0,27000.0,Healthcare,Private_ForProfit,0
20,1.0,5,16.0,1,40.0,52.0,1.0,9510.0,40000.0,Transportation_Material_Moving,Private_ForProfit,0
48,4.0,1,22.0,2,40.0,52.0,1.0,2205.0,75000.0,Education_Legal_Social,State_Gov,0
53,1.0,3,20.0,2,40.0,38.0,1.0,5710.0,46000.0,Sales_Office_Admin,Private_ForProfit,0
40,1.0,5,22.0,1,40.0,52.0,1.0,20.0,200000.0,Management_Business_Finance,Private_ForProfit,1
26,1.0,5,21.0,2,36.0,20.0,1.0,3601.0,10000.0,Healthcare,Private_ForProfit,0
37,3.0,5,19.0,1,40.0,52.0,1.0,4220.0,22000.0,Service_Food_Personal_Cleaning,Local_Gov,0
51,3.0,1,22.0,2,50.0,52.0,1.0,440.0,65000.0,Management_Business_Finance,Local_Gov,0
30,1.0,1,19.0,1,36.0,48.0,1.0,9645.0,28000.0,Transportation_Material_Moving,Private_ForProfit,0
33,7.0,1,16.0,2,36.0,52.0,1.0,9645.0,36000.0,Transportation_Material_Moving,Self_Employed_Inc,0
59,1.0,3,14.0,2,40.0,52.0,1.0,5000.0,76000.0,Sales_Office_Admin,Private_ForProfit,0
69,6.0,1,16.0,2,40.0,52.0,1.0,4760.0,168000.0,Sales_Office_Admin,Self_Employed_NotInc,1
45,5.0,1,22.0,1,40.0,52.0,1.0,440.0,209000.0,Management_Business_Finance,Federal_Gov,1
27,5.0,5,21.0,1,40.0,52.0,1.0,3255.0,100000.0,Healthcare,Federal_Gov,1
36,1.0,5,21.0,2,42.0,52.0,1.0,20.0,47000.0,Management_Business_Finance,Private_ForProfit,0
50,4.0,1,22.0,2,40.0,52.0,1.0,1108.0,103000.0,STEM_Science_Architecture,State_Gov,1
69,3.0,1,21.0,1,40.0,52.0,1.0,300.0,161000.0,Management_Business_Finance,Local_Gov,1
47,1.0,1,19.0,1,40.0,52.0,1.0,4710.0,125000.0,Sales_Office_Admin,Private_ForProfit,1
27,1.0,5,22.0,2,36.0,52.0,1.0,3255.0,85000.0,Healthcare,Private_ForProfit,0
53,1.0,1,16.0,2,50.0,52.0,1.0,5810.0,22000.0,Sales_Office_Admin,Private_ForProfit,0
52,6.0,1,16.0,2,40.0,52.0,1.0,4920.0,270000.0,Sales_Office_Admin,Self_Employed_NotInc,1
44,1.0,1,16.0,2,45.0,52.0,1.0,6442.0,34000.0,Construction_Extraction_Farming,Private_ForProfit,0
26,1.0,5,21.0,1,40.0,52.0,1.0,1021.0,59000.0,STEM_Science_Architecture,Private_ForProfit,0
57,1.0,1,18.0,2,40.0,52.0,1.0,5510.0,27000.0,Sales_Office_Admin,Private_ForProfit,0
43,1.0,1,22.0,2,40.0,52.0,1.0,110.0,18000.0,Management_Business_Finance,Private_ForProfit,0
37,1.0,1,22.0,1,50.0,52.0,1.0,51.0,200000.0,Management_Business_Finance,Private_ForProfit,1
60,1.0,1,21.0,1,40.0,52.0,1.0,1530.0,195000.0,STEM_Science_Architecture,Private_ForProfit,1
46,1.0,1,19.0,1,60.0,52.0,1.0,52.0,150000.0,Management_Business_Finance,Private_ForProfit,1
30,3.0,1,21.0,2,40.0,52.0,1.0,2435.0,42000.0,Education_Legal_Social,Local_Gov,0
45,1.0,1,21.0,1,40.0,52.0,1.0,1050.0,67000.0,STEM_Science_Architecture,Private_ForProfit,0
56,1.0,1,21.0,2,40.0,52.0,1.0,5610.0,36000.0,Sales_Office_Admin,Private_ForProfit,0
29,1.0,1,21.0,2,50.0,52.0,1.0,2850.0,100000.0,Arts_Media_Design,Private_ForProfit,1
36,3.0,1,19.0,2,40.0,52.0,1.0,4130.0,13000.0,Service_Food_Personal_Cleaning,Local_Gov,0
31,1.0,1,21.0,2,40.0,52.0,1.0,5840.0,70000.0,Sales_Office_Admin,Private_ForProfit,0
57,2.0,1,22.0,1,40.0,52.0,1.0,2310.0,50000.0,Education_Legal_Social,Private_NonProfit,0
24,1.0,1,20.0,1,60.0,52.0,1.0,6355.0,160000.0,Construction_Extraction_Farming,Private_ForProfit,1
52,6.0,1,20.0,2,40.0,52.0,1.0,4510.0,24000.0,Service_Food_Personal_Cleaning,Self_Employed_NotInc,0
49,1.0,5,21.0,1,40.0,52.0,1.0,1007.0,70000.0,STEM_Science_Architecture,Private_ForProfit,0
35,1.0,1,21.0,1,40.0,52.0,1.0,1021.0,120000.0,STEM_Science_Architecture,Private_ForProfit,1
55,1.0,1,19.0,1,60.0,52.0,1.0,6460.0,70000.0,Construction_Extraction_Farming,Private_ForProfit,0
33,1.0,1,22.0,2,40.0,52.0,1.0,5230.0,40000.0,Sales_Office_Admin,Private_ForProfit,0
37,1.0,5,18.0,1,45.0,52.0,1.0,140.0,77000.0,Management_Business_Finance,Private_ForProfit,0
38,3.0,1,20.0,2,40.0,50.0,1.0,5740.0,28000.0,Sales_Office_Admin,Local_Gov,0
46,1.0,1,23.0,1,50.0,52.0,1.0,2100.0,574000.0,Education_Legal_Social,Private_ForProfit,1
27,1.0,5,16.0,2,40.0,52.0,1.0,440.0,19000.0,Management_Business_Finance,Private_ForProfit,0
55,4.0,3,16.0,2,40.0,52.0,1.0,4030.0,21500.0,Service_Food_Personal_Cleaning,State_Gov,0
19,1.0,5,16.0,2,40.0,52.0,1.0,5510.0,20800.0,Sales_Office_Admin,Private_ForProfit,0
49,1.0,1,19.0,2,40.0,50.0,1.0,9620.0,11700.0,Transportation_Material_Moving,Private_ForProfit,0
35,1.0,5,21.0,1,60.0,52.0,1.0,9142.0,80000.0,Transportation_Material_Moving,Private_ForProfit,0
39,2.0,1,15.0,1,40.0,52.0,1.0,9620.0,25000.0,Transportation_Material_Moving,Private_NonProfit,0
51,1.0,1,22.0,1,40.0,52.0,1.0,440.0,110000.0,Management_Business_Finance,Private_ForProfit,1
56,6.0,3,16.0,2,40.0,52.0,1.0,4230.0,20800.0,Service_Food_Personal_Cleaning,Self_Employed_NotInc,0
36,1.0,1,20.0,1,40.0,52.0,1.0,410.0,120000.0,Management_Business_Finance,Private_ForProfit,1
46,1.0,3,16.0,2,35.0,52.0,1.0,4010.0,48000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
38,1.0,1,18.0,2,40.0,52.0,1.0,5120.0,45000.0,Sales_Office_Admin,Private_ForProfit,0
43,6.0,5,21.0,2,35.0,52.0,1.0,310.0,411000.0,Management_Business_Finance,Self_Employed_NotInc,1
39,1.0,1,21.0,1,40.0,52.0,1.0,20.0,110000.0,Management_Business_Finance,Private_ForProfit,1
36,1.0,5,21.0,1,50.0,52.0,1.0,4465.0,43200.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
55,3.0,3,22.0,1,45.0,52.0,1.0,2435.0,65000.0,Education_Legal_Social,Local_Gov,0
22,3.0,5,21.0,1,80.0,13.0,1.0,4530.0,5800.0,Service_Food_Personal_Cleaning,Local_Gov,0
67,3.0,2,19.0,2,40.0,52.0,1.0,5740.0,36000.0,Sales_Office_Admin,Local_Gov,0
55,3.0,4,19.0,1,40.0,52.0,1.0,9121.0,50000.0,Transportation_Material_Moving,Local_Gov,0
31,1.0,5,21.0,1,50.0,52.0,1.0,5240.0,50000.0,Sales_Office_Admin,Private_ForProfit,0
53,1.0,1,16.0,1,60.0,52.0,1.0,20.0,110000.0,Management_Business_Finance,Private_ForProfit,1
52,5.0,1,16.0,1,50.0,52.0,1.0,3945.0,110000.0,Protective_Service,Federal_Gov,1
29,1.0,5,20.0,2,40.0,52.0,1.0,8740.0,28000.0,Production_Manufacturing,Private_ForProfit,0
56,1.0,1,20.0,2,40.0,52.0,1.0,1021.0,147000.0,STEM_Science_Architecture,Private_ForProfit,1
24,3.0,5,16.0,1,40.0,52.0,1.0,3802.0,40000.0,Protective_Service,Local_Gov,0
28,1.0,5,21.0,1,40.0,52.0,1.0,5420.0,115000.0,Sales_Office_Admin,Private_ForProfit,1
35,1.0,5,16.0,1,40.0,52.0,1.0,4020.0,12000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
32,1.0,5,21.0,2,40.0,52.0,1.0,4840.0,100000.0,Sales_Office_Admin,Private_ForProfit,1
56,4.0,1,19.0,1,40.0,52.0,1.0,440.0,66000.0,Management_Business_Finance,State_Gov,0
66,1.0,1,22.0,1,40.0,52.0,1.0,9030.0,90000.0,Transportation_Material_Moving,Private_ForProfit,1
31,1.0,5,19.0,2,35.0,52.0,1.0,4110.0,35000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
35,1.0,5,12.0,1,40.0,36.0,1.0,6220.0,20000.0,Construction_Extraction_Farming,Private_ForProfit,0
36,1.0,3,17.0,1,35.0,52.0,1.0,4000.0,35900.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
59,6.0,1,19.0,2,70.0,52.0,1.0,4920.0,185000.0,Sales_Office_Admin,Self_Employed_NotInc,1
52,2.0,1,22.0,1,40.0,52.0,1.0,2320.0,50000.0,Education_Legal_Social,Private_NonProfit,0
41,3.0,1,24.0,2,40.0,52.0,1.0,3140.0,85000.0,Healthcare,Local_Gov,0
31,1.0,5,22.0,1,40.0,52.0,1.0,850.0,75000.0,Management_Business_Finance,Private_ForProfit,0
21,1.0,5,12.0,1,35.0,52.0,1.0,4020.0,21600.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
52,1.0,1,21.0,1,40.0,52.0,1.0,52.0,120000.0,Management_Business_Finance,Private_ForProfit,1
48,2.0,5,22.0,1,40.0,52.0,1.0,2040.0,30000.0,Education_Legal_Social,Private_NonProfit,0
35,1.0,5,13.0,1,45.0,52.0,1.0,8640.0,39800.0,Production_Manufacturing,Private_ForProfit,0
35,1.0,1,21.0,1,40.0,52.0,1.0,5610.0,40000.0,Sales_Office_Admin,Private_ForProfit,0
46,1.0,1,22.0,1,40.0,52.0,1.0,1021.0,108000.0,STEM_Science_Architecture,Private_ForProfit,1
44,1.0,1,19.0,1,60.0,52.0,1.0,8030.0,62000.0,Production_Manufacturing,Private_ForProfit,0
48,1.0,1,21.0,1,40.0,52.0,1.0,120.0,134000.0,Management_Business_Finance,Private_ForProfit,1
44,1.0,5,18.0,2,40.0,52.0,1.0,4720.0,20000.0,Sales_Office_Admin,Private_ForProfit,0
71,1.0,3,17.0,1,70.0,40.0,1.0,9130.0,48000.0,Transportation_Material_Moving,Private_ForProfit,0
52,1.0,3,22.0,2,40.0,52.0,1.0,2360.0,106900.0,Education_Legal_Social,Private_ForProfit,1
35,3.0,1,21.0,1,40.0,52.0,1.0,3870.0,90000.0,Protective_Service,Local_Gov,1
60,1.0,3,21.0,2,55.0,52.0,1.0,120.0,250000.0,Management_Business_Finance,Private_ForProfit,1
58,1.0,1,16.0,1,40.0,52.0,1.0,1108.0,136000.0,STEM_Science_Architecture,Private_ForProfit,1
37,6.0,1,16.0,1,40.0,52.0,1.0,9620.0,60000.0,Transportation_Material_Moving,Self_Employed_NotInc,0
32,1.0,5,21.0,1,40.0,52.0,1.0,2640.0,65000.0,Arts_Media_Design,Private_ForProfit,0
30,1.0,1,22.0,2,35.0,52.0,1.0,4720.0,12500.0,Sales_Office_Admin,Private_ForProfit,0
47,5.0,1,21.0,2,35.0,52.0,1.0,5550.0,42000.0,Sales_Office_Admin,Federal_Gov,0
29,2.0,5,22.0,2,50.0,52.0,1.0,3245.0,51000.0,Healthcare,Private_NonProfit,0
42,1.0,1,19.0,1,40.0,52.0,1.0,5240.0,65000.0,Sales_Office_Admin,Private_ForProfit,0
58,1.0,1,18.0,1,45.0,52.0,1.0,710.0,185000.0,Management_Business_Finance,Private_ForProfit,1
52,1.0,1,21.0,1,65.0,52.0,1.0,10.0,167000.0,Management_Business_Finance,Private_ForProfit,1
42,1.0,1,22.0,1,55.0,52.0,1.0,1021.0,280600.0,STEM_Science_Architecture,Private_ForProfit,1
18,1.0,1,1.0,1,40.0,52.0,1.0,4251.0,30000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
26,1.0,1,21.0,2,40.0,52.0,1.0,3602.0,47000.0,Healthcare,Private_ForProfit,0
30,1.0,1,19.0,1,40.0,52.0,1.0,3321.0,40000.0,Healthcare,Private_ForProfit,0
63,1.0,1,19.0,1,60.0,52.0,1.0,5740.0,42000.0,Sales_Office_Admin,Private_ForProfit,0
44,4.0,3,19.0,2,40.0,52.0,1.0,440.0,46800.0,Management_Business_Finance,State_Gov,0
53,2.0,1,24.0,2,50.0,52.0,1.0,230.0,130000.0,Management_Business_Finance,Private_NonProfit,1
44,1.0,1,21.0,2,50.0,52.0,1.0,800.0,84000.0,Management_Business_Finance,Private_ForProfit,0
40,2.0,5,16.0,2,40.0,52.0,1.0,3245.0,36600.0,Healthcare,Private_NonProfit,0
34,1.0,5,16.0,1,40.0,52.0,1.0,9130.0,55000.0,Transportation_Material_Moving,Private_ForProfit,0
62,2.0,2,20.0,2,40.0,44.0,1.0,2545.0,14000.0,Education_Legal_Social,Private_NonProfit,0
31,6.0,1,17.0,1,60.0,52.0,1.0,9620.0,70000.0,Transportation_Material_Moving,Self_Employed_NotInc,0
69,1.0,1,20.0,1,84.0,26.0,1.0,5860.0,130000.0,Sales_Office_Admin,Private_ForProfit,1
25,3.0,5,21.0,2,40.0,52.0,1.0,2360.0,50000.0,Education_Legal_Social,Local_Gov,0
48,1.0,1,21.0,1,40.0,52.0,1.0,4840.0,210000.0,Sales_Office_Admin,Private_ForProfit,1
35,1.0,1,21.0,2,40.0,52.0,1.0,1006.0,102000.0,STEM_Science_Architecture,Private_ForProfit,1
49,1.0,1,21.0,1,40.0,52.0,1.0,300.0,260000.0,Management_Business_Finance,Private_ForProfit,1
27,1.0,5,20.0,1,40.0,52.0,1.0,4920.0,36500.0,Sales_Office_Admin,Private_ForProfit,0
30,1.0,1,24.0,2,60.0,52.0,1.0,2100.0,215000.0,Education_Legal_Social,Private_ForProfit,1
47,4.0,1,22.0,2,40.0,52.0,1.0,5940.0,67000.0,Sales_Office_Admin,State_Gov,0
24,1.0,5,21.0,1,40.0,52.0,1.0,1240.0,160000.0,STEM_Science_Architecture,Private_ForProfit,1
54,5.0,1,22.0,1,50.0,52.0,1.0,2001.0,75000.0,Education_Legal_Social,Federal_Gov,0
38,1.0,1,21.0,1,40.0,52.0,1.0,5000.0,170600.0,Sales_Office_Admin,Private_ForProfit,1
28,1.0,5,18.0,1,40.0,52.0,1.0,1050.0,49900.0,STEM_Science_Architecture,Private_ForProfit,0
26,1.0,5,21.0,1,40.0,25.0,1.0,2555.0,18000.0,Education_Legal_Social,Private_ForProfit,0
20,1.0,5,16.0,1,40.0,52.0,1.0,4700.0,25000.0,Sales_Office_Admin,Private_ForProfit,0
46,7.0,1,21.0,2,40.0,52.0,1.0,2310.0,150000.0,Education_Legal_Social,Self_Employed_Inc,1
29,1.0,1,22.0,2,55.0,52.0,1.0,750.0,75000.0,Management_Business_Finance,Private_ForProfit,0
49,6.0,3,16.0,1,40.0,52.0,1.0,4251.0,30000.0,Service_Food_Personal_Cleaning,Self_Employed_NotInc,0
61,2.0,1,21.0,2,55.0,52.0,1.0,2310.0,40000.0,Education_Legal_Social,Private_NonProfit,0
57,1.0,3,16.0,1,45.0,52.0,1.0,220.0,125000.0,Management_Business_Finance,Private_ForProfit,1
48,1.0,1,16.0,1,40.0,52.0,1.0,1010.0,71000.0,STEM_Science_Architecture,Private_ForProfit,0
64,1.0,1,16.0,1,50.0,48.0,1.0,6355.0,75000.0,Construction_Extraction_Farming,Private_ForProfit,0
75,1.0,1,22.0,1,35.0,30.0,1.0,2320.0,20000.0,Education_Legal_Social,Private_ForProfit,0
65,6.0,3,16.0,1,40.0,52.0,1.0,4251.0,15000.0,Service_Food_Personal_Cleaning,Self_Employed_NotInc,0
49,3.0,1,17.0,1,40.0,52.0,1.0,565.0,75000.0,Management_Business_Finance,Local_Gov,0
38,1.0,5,21.0,1,45.0,49.0,1.0,1360.0,185000.0,STEM_Science_Architecture,Private_ForProfit,1
58,1.0,3,20.0,1,40.0,52.0,1.0,1010.0,10000.0,STEM_Science_Architecture,Private_ForProfit,0
21,1.0,5,21.0,1,50.0,52.0,1.0,6050.0,40000.0,Construction_Extraction_Farming,Private_ForProfit,0
46,1.0,1,21.0,1,45.0,52.0,1.0,710.0,95000.0,Management_Business_Finance,Private_ForProfit,1
23,1.0,1,17.0,1,48.0,52.0,1.0,8990.0,45000.0,Production_Manufacturing,Private_ForProfit,0
26,4.0,5,23.0,2,40.0,5.0,1.0,3090.0,3900.0,Healthcare,State_Gov,0
48,1.0,1,9.0,2,53.0,52.0,1.0,3601.0,25000.0,Healthcare,Private_ForProfit,0
52,3.0,1,18.0,1,40.0,52.0,1.0,4220.0,30000.0,Service_Food_Personal_Cleaning,Local_Gov,0
27,1.0,5,8.0,1,45.0,3.0,1.0,6410.0,3000.0,Construction_Extraction_Farming,Private_ForProfit,0
47,3.0,1,19.0,1,52.0,50.0,1.0,3720.0,130000.0,Protective_Service,Local_Gov,1
61,1.0,1,14.0,1,60.0,52.0,1.0,8140.0,100000.0,Production_Manufacturing,Private_ForProfit,1
49,6.0,1,1.0,1,48.0,52.0,1.0,8225.0,100000.0,Production_Manufacturing,Self_Employed_NotInc,1
22,1.0,5,19.0,2,40.0,52.0,1.0,4010.0,25000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
34,1.0,5,16.0,1,40.0,52.0,1.0,6260.0,35000.0,Construction_Extraction_Farming,Private_ForProfit,0
47,1.0,3,16.0,2,40.0,52.0,1.0,3602.0,13000.0,Healthcare,Private_ForProfit,0
59,1.0,1,21.0,2,40.0,52.0,1.0,5240.0,82000.0,Sales_Office_Admin,Private_ForProfit,0
47,6.0,1,16.0,2,65.0,40.0,1.0,4521.0,2200.0,Service_Food_Personal_Cleaning,Self_Employed_NotInc,0
